ts_code,ann_date,proc,回购金额比例,回购股本比例,回购溢价,信心强度,roe,pb,破净,dv_ttm,ocf_to_profit,事件前2月跌幅,cur_close,high_limit,low_limit,现价低于回购上限
603530.SH,2026-04-09,实施,0.011737079195433299,0.021101342340063927,-0.05990105958994607,1.5661610556172154,16.25,15.6916,False,0.7709,8.6897,0.24557233,57.190502,57.36,28.36,True
603681.SH,2026-04-02,实施,0.019469439299924608,0.017172852358693914,0.1633850954030398,1.5572820323097791,4.2758,1.2188,False,0.7653,314.5646,-0.124316275,26.613577,21.95,12.2,False
600567.SH,2026-06-11,完成,0.0605126232319637,0.04311179564997005,-0.6553107947843667,1.5042545320014797,-3.3043,0.559,True,,,-0.12179482,5.604753,1.99,1.63,False
688696.SH,2026-06-04,实施,0.024837332780141025,0.020036946586689516,-0.08045228681649541,1.4901960784313726,1.6715,1.7475,False,1.5716,-161.0538,-0.18871236,99.80964,100.0,73.56,True
002570.SZ,2026-04-03,实施,0.030270853326274678,0.023867796052586716,-0.44640453313349837,1.4716981132075473,6.4706,3.0704,False,,80.9555,-0.16940784,12.172879,7.21,5.16,False
301197.SZ,2026-04-02,实施,0.014049040061154925,0.015506056080968974,0.08921066013454415,1.4622024910593168,-1.6241,2.0166,False,0.4502,,0.016248107,31.884468,22.85,18.35,False
002870.SZ,2026-04-17,完成,0.01672172118150956,0.019400247294663792,-0.10367328528078867,1.458256258478234,5.813,3.0348,False,0.2621,297.5661,-0.06428933,41.240124,34.9,30.31,False
301135.SZ,2026-04-30,完成,0.014584372575212886,0.014784408349026994,0.10646601692574387,1.4561598224195338,2.1918,2.233,False,1.0761,388.554,-0.14441586,23.698162,31.05,24.47,True
601956.SH,2026-06-02,实施,0.017598596309817555,0.014031157051326446,0.34592682298733135,1.439511653718091,-0.6751,1.3239,False,1.9053,,-0.15118116,5.2580004,7.98,5.85,True
002932.SZ,2026-06-11,实施,0.04480198379295874,0.040585382589836835,-0.7149681722577603,1.4260697989887778,-0.0068,0.6205,True,7.6795,-1492.6938,-0.0809353,59.6745,17.5,15.13,False
301102.SZ,2026-05-14,完成,0.022642470060761376,0.02201060344827586,-0.4775621786863047,1.4141077814773708,0.1927,1.4891,False,0.1838,4318.9791,-0.024539828,20.878,12.14,10.29,False
002576.SZ,2026-06-17,完成,0.019299701322450152,0.017061175045427014,-0.1445830898178756,1.4137378221728945,1.6584,1.9669,False,0.5047,56.6487,-0.14879441,21.537016,19.26,14.5,False
603341.SH,2026-04-09,完成,0.014956156828897008,0.014351456701547837,0.07080962678023273,1.4051054384017758,10.237,2.7858,False,1.2681,178.9036,-0.13027847,39.311863,42.49,37.55,True
300332.SZ,2026-06-04,完成,0.02393758083777979,0.020283459180794123,-0.38486762344538106,1.4044888395609816,-6.8771,1.0782,False,,,-0.15488213,9.128148,6.54,5.02,False
301109.SZ,2026-04-01,完成,0.023773000114388945,0.02393776561196471,-0.5743585060936618,1.39302010112221,9.8124,1.628,False,4.0204,147.6976,0.05626607,34.60847,17.38,13.86,False
002352.SZ,2026-05-29,实施,0.03281511088555928,0.030509122563815525,-0.6857765111583652,1.389320508077445,2.5293,1.7926,False,2.516,98.9883,-0.029953957,120.32223,42.23,35.06,False
002191.SZ,2026-06-02,完成,0.05694317349207634,0.026733073431564534,-0.658795389559034,1.3782217289431498,0.5886,0.8927,True,,665.312,0.05633807,30.91541,9.84,7.22,False
603590.SH,2026-06-12,实施,0.016480532807990902,0.012570266046054311,0.604754594961546,1.3771118510297202,5.2226,1.4774,False,,56.9797,-0.25063616,32.05157,51.4,28.36,True
603558.SH,2026-06-06,实施,0.0495618999617994,0.050010353637053306,-0.7544954228355332,1.3730422986804784,3.8935,1.8062,False,5.0154,117.8618,-0.105415165,56.6955,14.55,10.27,False
688767.SH,2026-06-13,完成,0.019470196760652977,0.019734160626186784,-0.415460361393975,1.3468985078308053,2.0611,2.5187,False,1.8397,210.7241,0.110922694,65.24761,38.0,35.0,False
