date,elg_net,lg_net,md_net,sm_net,turnover,main_net
2025-12-02,-194.56951199999972,-116.26171400000005,69.93475899999962,240.89646699999943,15933.595129000003,-310.8312259999998
2025-12-03,-214.99466300000026,-237.5010160000004,88.78583999999985,363.70986999999957,16698.803899,-452.4956790000007
2025-12-04,-69.2801710000001,-145.4305480000004,6.045012999999523,208.66566799999998,15488.864718,-214.7107190000005
2025-12-05,81.11906700000019,-63.36615599999949,-143.3075429999992,125.5545940000005,17257.066244,17.752911000000694
2025-12-08,59.67603999999985,-52.34043599999994,-38.05745500000119,30.72193599999994,20365.375957999997,7.335603999999911
2025-12-09,-156.67846999999992,-203.01213299999984,47.551267999999226,312.1392990000002,19037.782432999997,-359.6906029999998
2025-12-10,-58.51577800000012,-141.30301599999964,25.506407999999823,174.31239099999965,17783.643397,-199.81879399999977
2025-12-11,-332.773407,-230.6510420000002,169.5812740000002,393.84316800000073,18569.863312,-563.4244490000002
2025-12-12,-27.62003400000036,-61.72320299999937,-123.95013700000048,213.293386999999,20920.709851999996,-89.34323699999973
2025-12-15,-167.98997399999985,-192.27872399999947,38.39881599999964,321.8699400000006,17733.349669000003,-360.2686979999993
2025-12-16,-268.8094789999999,-251.8539240000002,81.35821000000016,439.3052009999998,17239.939786000003,-520.6634030000001
2025-12-17,47.02789499999992,-114.32881199999973,-145.9241539999999,213.22507099999933,18110.08299,-67.3009169999998
2025-12-18,-112.97157100000008,-178.69799799999967,1.4761810000002384,290.19350600000024,16552.865314000002,-291.66956899999974
2025-12-19,55.21794100000039,-99.65819200000018,-122.54866400000006,166.9889210000001,17257.284918,-44.4402509999998
2025-12-22,102.80478900000006,-85.37823100000024,-84.41204899999947,66.98552799999938,18617.330341999997,17.426557999999815
2025-12-23,-159.60496800000035,-162.57973699999974,53.1768700000003,269.00785,18997.194871,-322.1847050000001
2025-12-24,113.5975950000003,-109.78836800000072,-150.9912730000004,147.18198200000077,18801.493072,3.8092269999995807
2025-12-25,-57.0295950000003,-147.36239699999913,-46.82697699999958,251.21903899999933,19244.041988,-204.39199199999945
2025-12-26,-17.14784999999963,-225.27893500000016,-57.41752800000161,299.8444129999995,21600.639954,-242.4267849999998
2025-12-29,-210.8107080000002,-271.95135600000026,86.41412800000012,396.34796099999994,21392.365135,-482.76206400000046
2025-12-30,-94.17957500000037,-144.09871400000006,-14.483581000000239,252.76182099999934,21424.653028,-238.27828900000043
2025-12-31,-63.8923,-206.89986299999953,3.8297570000000296,266.96250100000054,20451.211997000002,-270.7921629999995
